stressTest_6.dasm (line 1):     [0x0000] 5E35 1000 1000  IFA [0x1000+B], [0x1000+J]
stressTest_6.dasm (line 7742):  [0x401B] 25BA            ADX [Z], [B]
stressTest_6.dasm (line 7743):  [0x401C] 25DA            ADX [I], [B]
stressTest_6.dasm (line 7744):  [0x401D] 25FA            ADX [J], [B]
stressTest_6.dasm (line 7745):  [0x401E] 261A 1000       ADX [0x1000+A], [B]
stressTest_6.dasm (line 7746):  [0x4020] 261A 0010       ADX [0x10+A], [B]
stressTest_6.dasm (line 7747):  [0x4022] 263A 1000       ADX [0x1000+B], [B]
stressTest_6.dasm (line 7748):  [0x4024] 263A 0010       ADX [0x10+B], [B]
stressTest_6.dasm (line 7749):  [0x4026] 265A 1000       ADX [0x1000+C], [B]
stressTest_6.dasm (line 7750):  [0x4028] 265A 0010       ADX [0x10+C], [B]
stressTest_6.dasm (line 7751):  [0x402A] 267A 1000       ADX [0x1000+X], [B]
stressTest_6.dasm (line 7752):  [0x402C] 267A 0010       ADX [0x10+X], [B]
stressTest_6.dasm (line 7753):  [0x402E] 269A 1000       ADX [0x1000+Y], [B]
stressTest_6.dasm (line 7754):  [0x4030] 269A 0010       ADX [0x10+Y], [B]
stressTest_6.dasm (line 7755):  [0x4032] 26BA 1000       ADX [0x1000+Z], [B]
stressTest_6.dasm (line 7756):  [0x4034] 26BA 0010       ADX [0x10+Z], [B]
stressTest_6.dasm (line 7757):  [0x4036] 26DA 1000       ADX [0x1000+I], [B]
stressTest_6.dasm (line 7758):  [0x4038] 26DA 0010       ADX [0x10+I], [B]
stressTest_6.dasm (line 7759):  [0x403A] 26FA 1000       ADX [0x1000+J], [B]
stressTest_6.dasm (line 7760):  [0x403C] 26FA 0010       ADX [0x10+J], [B]
stressTest_6.dasm (line 7761):  [0x403E] 261A 1000       ADX [A+0x1000], [B]
stressTest_6.dasm (line 7762):  [0x4040] 261A 0010       ADX [A+0x10], [B]
stressTest_6.dasm (line 7763):  [0x4042] 263A 1000       ADX [B+0x1000], [B]
stressTest_6.dasm (line 7764):  [0x4044] 263A 0010       ADX [B+0x10], [B]
stressTest_6.dasm (line 7765):  [0x4046] 265A 1000       ADX [C+0x1000], [B]
stressTest_6.dasm (line 7766):  [0x4048] 265A 0010       ADX [C+0x10], [B]
stressTest_6.dasm (line 7767):  [0x404A] 267A 1000       ADX [X+0x1000], [B]
stressTest_6.dasm (line 7768):  [0x404C] 267A 0010       ADX [X+0x10], [B]
stressTest_6.dasm (line 7769):  [0x404E] 269A 1000       ADX [Y+0x1000], [B]
stressTest_6.dasm (line 7770):  [0x4050] 269A 0010       ADX [Y+0x10], [B]
stressTest_6.dasm (line 7771):  [0x4052] 26BA 1000       ADX [Z+0x1000], [B]
stressTest_6.dasm (line 7772):  [0x4054] 26BA 0010       ADX [Z+0x10], [B]
stressTest_6.dasm (line 7773):  [0x4056] 26DA 1000       ADX [I+0x1000], [B]
stressTest_6.dasm (line 7774):  [0x4058] 26DA 0010       ADX [I+0x10], [B]
stressTest_6.dasm (line 7775):  [0x405A] 26FA 1000       ADX [J+0x1000], [B]
stressTest_6.dasm (line 7776):  [0x405C] 26FA 0010       ADX [J+0x10], [B]
stressTest_6.dasm (line 7777):  [0x405E] 271A            ADX PUSH, [B]
stressTest_6.dasm (line 7778):  [0x405F] 273A            ADX [SP], [B]
stressTest_6.dasm (line 7779):  [0x4060] 275A 1000       ADX [SP+0x1000], [B]
stressTest_6.dasm (line 7780):  [0x4062] 275A 0010       ADX [SP+0x10], [B]
stressTest_6.dasm (line 7781):  [0x4064] 275A 1000       ADX PICK 0x1000, [B]
stressTest_6.dasm (line 7782):  [0x4066] 275A 0010       ADX PICK 0x10, [B]
stressTest_6.dasm (line 7783):  [0x4068] 277A            ADX SP, [B]
stressTest_6.dasm (line 7784):  [0x4069] 279A            ADX PC, [B]
stressTest_6.dasm (line 7785):  [0x406A] 27BA            ADX EX, [B]
stressTest_6.dasm (line 7786):  [0x406B] 27DA 1000       ADX [0x1000], [B]
stressTest_6.dasm (line 7787):  [0x406D] 27DA 0010       ADX [0x10], [B]
stressTest_6.dasm (line 7788):  [0x406F] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 7788):  [0x406F] 27FA 1000       ADX 0x1000, [B]
stressTest_6.dasm (line 7789):  [0x4071] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 7789):  [0x4071] 27FA 0010       ADX 0x10, [B]
stressTest_6.dasm (line 7790):  [0x4073] 281A            ADX A, [C]
stressTest_6.dasm (line 7791):  [0x4074] 283A            ADX B, [C]
stressTest_6.dasm (line 7792):  [0x4075] 285A            ADX C, [C]
stressTest_6.dasm (line 7793):  [0x4076] 287A            ADX X, [C]
stressTest_6.dasm (line 7794):  [0x4077] 289A            ADX Y, [C]
stressTest_6.dasm (line 7795):  [0x4078] 28BA            ADX Z, [C]
stressTest_6.dasm (line 7796):  [0x4079] 28DA            ADX I, [C]
stressTest_6.dasm (line 7797):  [0x407A] 28FA            ADX J, [C]
stressTest_6.dasm (line 7798):  [0x407B] 291A            ADX [A], [C]
stressTest_6.dasm (line 7799):  [0x407C] 293A            ADX [B], [C]
stressTest_6.dasm (line 7800):  [0x407D] WARNING: Redundant statement.
stressTest_6.dasm (line 7800):  [0x407D] 295A            ADX [C], [C]
stressTest_6.dasm (line 7801):  [0x407E] 297A            ADX [X], [C]
stressTest_6.dasm (line 7802):  [0x407F] 299A            ADX [Y], [C]
stressTest_6.dasm (line 7803):  [0x4080] 29BA            ADX [Z], [C]
stressTest_6.dasm (line 7804):  [0x4081] 29DA            ADX [I], [C]
stressTest_6.dasm (line 7805):  [0x4082] 29FA            ADX [J], [C]
stressTest_6.dasm (line 7806):  [0x4083] 2A1A 1000       ADX [0x1000+A], [C]
stressTest_6.dasm (line 7807):  [0x4085] 2A1A 0010       ADX [0x10+A], [C]
stressTest_6.dasm (line 7808):  [0x4087] 2A3A 1000       ADX [0x1000+B], [C]
stressTest_6.dasm (line 7809):  [0x4089] 2A3A 0010       ADX [0x10+B], [C]
stressTest_6.dasm (line 7810):  [0x408B] 2A5A 1000       ADX [0x1000+C], [C]
stressTest_6.dasm (line 7811):  [0x408D] 2A5A 0010       ADX [0x10+C], [C]
stressTest_6.dasm (line 7812):  [0x408F] 2A7A 1000       ADX [0x1000+X], [C]
stressTest_6.dasm (line 7813):  [0x4091] 2A7A 0010       ADX [0x10+X], [C]
stressTest_6.dasm (line 7814):  [0x4093] 2A9A 1000       ADX [0x1000+Y], [C]
stressTest_6.dasm (line 7815):  [0x4095] 2A9A 0010       ADX [0x10+Y], [C]
stressTest_6.dasm (line 7816):  [0x4097] 2ABA 1000       ADX [0x1000+Z], [C]
stressTest_6.dasm (line 7817):  [0x4099] 2ABA 0010       ADX [0x10+Z], [C]
stressTest_6.dasm (line 7818):  [0x409B] 2ADA 1000       ADX [0x1000+I], [C]
stressTest_6.dasm (line 7819):  [0x409D] 2ADA 0010       ADX [0x10+I], [C]
stressTest_6.dasm (line 7820):  [0x409F] 2AFA 1000       ADX [0x1000+J], [C]
stressTest_6.dasm (line 7821):  [0x40A1] 2AFA 0010       ADX [0x10+J], [C]
stressTest_6.dasm (line 7822):  [0x40A3] 2A1A 1000       ADX [A+0x1000], [C]
stressTest_6.dasm (line 7823):  [0x40A5] 2A1A 0010       ADX [A+0x10], [C]
stressTest_6.dasm (line 7824):  [0x40A7] 2A3A 1000       ADX [B+0x1000], [C]
stressTest_6.dasm (line 7825):  [0x40A9] 2A3A 0010       ADX [B+0x10], [C]
stressTest_6.dasm (line 7826):  [0x40AB] 2A5A 1000       ADX [C+0x1000], [C]
stressTest_6.dasm (line 7827):  [0x40AD] 2A5A 0010       ADX [C+0x10], [C]
stressTest_6.dasm (line 7828):  [0x40AF] 2A7A 1000       ADX [X+0x1000], [C]
stressTest_6.dasm (line 7829):  [0x40B1] 2A7A 0010       ADX [X+0x10], [C]
stressTest_6.dasm (line 7830):  [0x40B3] 2A9A 1000       ADX [Y+0x1000], [C]
stressTest_6.dasm (line 7831):  [0x40B5] 2A9A 0010       ADX [Y+0x10], [C]
stressTest_6.dasm (line 7832):  [0x40B7] 2ABA 1000       ADX [Z+0x1000], [C]
stressTest_6.dasm (line 7833):  [0x40B9] 2ABA 0010       ADX [Z+0x10], [C]
stressTest_6.dasm (line 7834):  [0x40BB] 2ADA 1000       ADX [I+0x1000], [C]
stressTest_6.dasm (line 7835):  [0x40BD] 2ADA 0010       ADX [I+0x10], [C]
stressTest_6.dasm (line 7836):  [0x40BF] 2AFA 1000       ADX [J+0x1000], [C]
stressTest_6.dasm (line 7837):  [0x40C1] 2AFA 0010       ADX [J+0x10], [C]
stressTest_6.dasm (line 7838):  [0x40C3] 2B1A            ADX PUSH, [C]
stressTest_6.dasm (line 7839):  [0x40C4] 2B3A            ADX [SP], [C]
stressTest_6.dasm (line 7840):  [0x40C5] 2B5A 1000       ADX [SP+0x1000], [C]
stressTest_6.dasm (line 7841):  [0x40C7] 2B5A 0010       ADX [SP+0x10], [C]
stressTest_6.dasm (line 7842):  [0x40C9] 2B5A 1000       ADX PICK 0x1000, [C]
stressTest_6.dasm (line 7843):  [0x40CB] 2B5A 0010       ADX PICK 0x10, [C]
stressTest_6.dasm (line 7844):  [0x40CD] 2B7A            ADX SP, [C]
stressTest_6.dasm (line 7845):  [0x40CE] 2B9A            ADX PC, [C]
stressTest_6.dasm (line 7846):  [0x40CF] 2BBA            ADX EX, [C]
stressTest_6.dasm (line 7847):  [0x40D0] 2BDA 1000       ADX [0x1000], [C]
stressTest_6.dasm (line 7848):  [0x40D2] 2BDA 0010       ADX [0x10], [C]
stressTest_6.dasm (line 7849):  [0x40D4] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 7849):  [0x40D4] 2BFA 1000       ADX 0x1000, [C]
stressTest_6.dasm (line 7850):  [0x40D6] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 7850):  [0x40D6] 2BFA 0010       ADX 0x10, [C]
stressTest_6.dasm (line 7851):  [0x40D8] 2C1A            ADX A, [X]
stressTest_6.dasm (line 7852):  [0x40D9] 2C3A            ADX B, [X]
stressTest_6.dasm (line 7853):  [0x40DA] 2C5A            ADX C, [X]
stressTest_6.dasm (line 7854):  [0x40DB] 2C7A            ADX X, [X]
stressTest_6.dasm (line 7855):  [0x40DC] 2C9A            ADX Y, [X]
stressTest_6.dasm (line 7856):  [0x40DD] 2CBA            ADX Z, [X]
stressTest_6.dasm (line 7857):  [0x40DE] 2CDA            ADX I, [X]
stressTest_6.dasm (line 7858):  [0x40DF] 2CFA            ADX J, [X]
stressTest_6.dasm (line 7859):  [0x40E0] 2D1A            ADX [A], [X]
stressTest_6.dasm (line 7860):  [0x40E1] 2D3A            ADX [B], [X]
stressTest_6.dasm (line 7861):  [0x40E2] 2D5A            ADX [C], [X]
stressTest_6.dasm (line 7862):  [0x40E3] WARNING: Redundant statement.
stressTest_6.dasm (line 7862):  [0x40E3] 2D7A            ADX [X], [X]
stressTest_6.dasm (line 7863):  [0x40E4] 2D9A            ADX [Y], [X]
stressTest_6.dasm (line 7864):  [0x40E5] 2DBA            ADX [Z], [X]
stressTest_6.dasm (line 7865):  [0x40E6] 2DDA            ADX [I], [X]
stressTest_6.dasm (line 7866):  [0x40E7] 2DFA            ADX [J], [X]
stressTest_6.dasm (line 7867):  [0x40E8] 2E1A 1000       ADX [0x1000+A], [X]
stressTest_6.dasm (line 7868):  [0x40EA] 2E1A 0010       ADX [0x10+A], [X]
stressTest_6.dasm (line 7869):  [0x40EC] 2E3A 1000       ADX [0x1000+B], [X]
stressTest_6.dasm (line 7870):  [0x40EE] 2E3A 0010       ADX [0x10+B], [X]
stressTest_6.dasm (line 7871):  [0x40F0] 2E5A 1000       ADX [0x1000+C], [X]
stressTest_6.dasm (line 7872):  [0x40F2] 2E5A 0010       ADX [0x10+C], [X]
stressTest_6.dasm (line 7873):  [0x40F4] 2E7A 1000       ADX [0x1000+X], [X]
stressTest_6.dasm (line 7874):  [0x40F6] 2E7A 0010       ADX [0x10+X], [X]
stressTest_6.dasm (line 7875):  [0x40F8] 2E9A 1000       ADX [0x1000+Y], [X]
stressTest_6.dasm (line 7876):  [0x40FA] 2E9A 0010       ADX [0x10+Y], [X]
stressTest_6.dasm (line 7877):  [0x40FC] 2EBA 1000       ADX [0x1000+Z], [X]
stressTest_6.dasm (line 7878):  [0x40FE] 2EBA 0010       ADX [0x10+Z], [X]
stressTest_6.dasm (line 7879):  [0x4100] 2EDA 1000       ADX [0x1000+I], [X]
stressTest_6.dasm (line 7880):  [0x4102] 2EDA 0010       ADX [0x10+I], [X]
stressTest_6.dasm (line 7881):  [0x4104] 2EFA 1000       ADX [0x1000+J], [X]
stressTest_6.dasm (line 7882):  [0x4106] 2EFA 0010       ADX [0x10+J], [X]
stressTest_6.dasm (line 7883):  [0x4108] 2E1A 1000       ADX [A+0x1000], [X]
stressTest_6.dasm (line 7884):  [0x410A] 2E1A 0010       ADX [A+0x10], [X]
stressTest_6.dasm (line 7885):  [0x410C] 2E3A 1000       ADX [B+0x1000], [X]
stressTest_6.dasm (line 7886):  [0x410E] 2E3A 0010       ADX [B+0x10], [X]
stressTest_6.dasm (line 7887):  [0x4110] 2E5A 1000       ADX [C+0x1000], [X]
stressTest_6.dasm (line 7888):  [0x4112] 2E5A 0010       ADX [C+0x10], [X]
stressTest_6.dasm (line 7889):  [0x4114] 2E7A 1000       ADX [X+0x1000], [X]
stressTest_6.dasm (line 7890):  [0x4116] 2E7A 0010       ADX [X+0x10], [X]
stressTest_6.dasm (line 7891):  [0x4118] 2E9A 1000       ADX [Y+0x1000], [X]
stressTest_6.dasm (line 7892):  [0x411A] 2E9A 0010       ADX [Y+0x10], [X]
stressTest_6.dasm (line 7893):  [0x411C] 2EBA 1000       ADX [Z+0x1000], [X]
stressTest_6.dasm (line 7894):  [0x411E] 2EBA 0010       ADX [Z+0x10], [X]
stressTest_6.dasm (line 7895):  [0x4120] 2EDA 1000       ADX [I+0x1000], [X]
stressTest_6.dasm (line 7896):  [0x4122] 2EDA 0010       ADX [I+0x10], [X]
stressTest_6.dasm (line 7897):  [0x4124] 2EFA 1000       ADX [J+0x1000], [X]
stressTest_6.dasm (line 7898):  [0x4126] 2EFA 0010       ADX [J+0x10], [X]
stressTest_6.dasm (line 7899):  [0x4128] 2F1A            ADX PUSH, [X]
stressTest_6.dasm (line 7900):  [0x4129] 2F3A            ADX [SP], [X]
stressTest_6.dasm (line 7901):  [0x412A] 2F5A 1000       ADX [SP+0x1000], [X]
stressTest_6.dasm (line 7902):  [0x412C] 2F5A 0010       ADX [SP+0x10], [X]
stressTest_6.dasm (line 7903):  [0x412E] 2F5A 1000       ADX PICK 0x1000, [X]
stressTest_6.dasm (line 7904):  [0x4130] 2F5A 0010       ADX PICK 0x10, [X]
stressTest_6.dasm (line 7905):  [0x4132] 2F7A            ADX SP, [X]
stressTest_6.dasm (line 7906):  [0x4133] 2F9A            ADX PC, [X]
stressTest_6.dasm (line 7907):  [0x4134] 2FBA            ADX EX, [X]
stressTest_6.dasm (line 7908):  [0x4135] 2FDA 1000       ADX [0x1000], [X]
stressTest_6.dasm (line 7909):  [0x4137] 2FDA 0010       ADX [0x10], [X]
stressTest_6.dasm (line 7910):  [0x4139] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 7910):  [0x4139] 2FFA 1000       ADX 0x1000, [X]
stressTest_6.dasm (line 7911):  [0x413B] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 7911):  [0x413B] 2FFA 0010       ADX 0x10, [X]
stressTest_6.dasm (line 7912):  [0x413D] 301A            ADX A, [Y]
stressTest_6.dasm (line 7913):  [0x413E] 303A            ADX B, [Y]
stressTest_6.dasm (line 7914):  [0x413F] 305A            ADX C, [Y]
stressTest_6.dasm (line 7915):  [0x4140] 307A            ADX X, [Y]
stressTest_6.dasm (line 7916):  [0x4141] 309A            ADX Y, [Y]
stressTest_6.dasm (line 7917):  [0x4142] 30BA            ADX Z, [Y]
stressTest_6.dasm (line 7918):  [0x4143] 30DA            ADX I, [Y]
stressTest_6.dasm (line 7919):  [0x4144] 30FA            ADX J, [Y]
stressTest_6.dasm (line 7920):  [0x4145] 311A            ADX [A], [Y]
stressTest_6.dasm (line 7921):  [0x4146] 313A            ADX [B], [Y]
stressTest_6.dasm (line 7922):  [0x4147] 315A            ADX [C], [Y]
stressTest_6.dasm (line 7923):  [0x4148] 317A            ADX [X], [Y]
stressTest_6.dasm (line 7924):  [0x4149] WARNING: Redundant statement.
stressTest_6.dasm (line 7924):  [0x4149] 319A            ADX [Y], [Y]
stressTest_6.dasm (line 7925):  [0x414A] 31BA            ADX [Z], [Y]
stressTest_6.dasm (line 7926):  [0x414B] 31DA            ADX [I], [Y]
stressTest_6.dasm (line 7927):  [0x414C] 31FA            ADX [J], [Y]
stressTest_6.dasm (line 7928):  [0x414D] 321A 1000       ADX [0x1000+A], [Y]
stressTest_6.dasm (line 7929):  [0x414F] 321A 0010       ADX [0x10+A], [Y]
stressTest_6.dasm (line 7930):  [0x4151] 323A 1000       ADX [0x1000+B], [Y]
stressTest_6.dasm (line 7931):  [0x4153] 323A 0010       ADX [0x10+B], [Y]
stressTest_6.dasm (line 7932):  [0x4155] 325A 1000       ADX [0x1000+C], [Y]
stressTest_6.dasm (line 7933):  [0x4157] 325A 0010       ADX [0x10+C], [Y]
stressTest_6.dasm (line 7934):  [0x4159] 327A 1000       ADX [0x1000+X], [Y]
stressTest_6.dasm (line 7935):  [0x415B] 327A 0010       ADX [0x10+X], [Y]
stressTest_6.dasm (line 7936):  [0x415D] 329A 1000       ADX [0x1000+Y], [Y]
stressTest_6.dasm (line 7937):  [0x415F] 329A 0010       ADX [0x10+Y], [Y]
stressTest_6.dasm (line 7938):  [0x4161] 32BA 1000       ADX [0x1000+Z], [Y]
stressTest_6.dasm (line 7939):  [0x4163] 32BA 0010       ADX [0x10+Z], [Y]
stressTest_6.dasm (line 7940):  [0x4165] 32DA 1000       ADX [0x1000+I], [Y]
stressTest_6.dasm (line 7941):  [0x4167] 32DA 0010       ADX [0x10+I], [Y]
stressTest_6.dasm (line 7942):  [0x4169] 32FA 1000       ADX [0x1000+J], [Y]
stressTest_6.dasm (line 7943):  [0x416B] 32FA 0010       ADX [0x10+J], [Y]
stressTest_6.dasm (line 7944):  [0x416D] 321A 1000       ADX [A+0x1000], [Y]
stressTest_6.dasm (line 7945):  [0x416F] 321A 0010       ADX [A+0x10], [Y]
stressTest_6.dasm (line 7946):  [0x4171] 323A 1000       ADX [B+0x1000], [Y]
stressTest_6.dasm (line 7947):  [0x4173] 323A 0010       ADX [B+0x10], [Y]
stressTest_6.dasm (line 7948):  [0x4175] 325A 1000       ADX [C+0x1000], [Y]
stressTest_6.dasm (line 7949):  [0x4177] 325A 0010       ADX [C+0x10], [Y]
stressTest_6.dasm (line 7950):  [0x4179] 327A 1000       ADX [X+0x1000], [Y]
stressTest_6.dasm (line 7951):  [0x417B] 327A 0010       ADX [X+0x10], [Y]
stressTest_6.dasm (line 7952):  [0x417D] 329A 1000       ADX [Y+0x1000], [Y]
stressTest_6.dasm (line 7953):  [0x417F] 329A 0010       ADX [Y+0x10], [Y]
stressTest_6.dasm (line 7954):  [0x4181] 32BA 1000       ADX [Z+0x1000], [Y]
stressTest_6.dasm (line 7955):  [0x4183] 32BA 0010       ADX [Z+0x10], [Y]
stressTest_6.dasm (line 7956):  [0x4185] 32DA 1000       ADX [I+0x1000], [Y]
stressTest_6.dasm (line 7957):  [0x4187] 32DA 0010       ADX [I+0x10], [Y]
stressTest_6.dasm (line 7958):  [0x4189] 32FA 1000       ADX [J+0x1000], [Y]
stressTest_6.dasm (line 7959):  [0x418B] 32FA 0010       ADX [J+0x10], [Y]
stressTest_6.dasm (line 7960):  [0x418D] 331A            ADX PUSH, [Y]
stressTest_6.dasm (line 7961):  [0x418E] 333A            ADX [SP], [Y]
stressTest_6.dasm (line 7962):  [0x418F] 335A 1000       ADX [SP+0x1000], [Y]
stressTest_6.dasm (line 7963):  [0x4191] 335A 0010       ADX [SP+0x10], [Y]
stressTest_6.dasm (line 7964):  [0x4193] 335A 1000       ADX PICK 0x1000, [Y]
stressTest_6.dasm (line 7965):  [0x4195] 335A 0010       ADX PICK 0x10, [Y]
stressTest_6.dasm (line 7966):  [0x4197] 337A            ADX SP, [Y]
stressTest_6.dasm (line 7967):  [0x4198] 339A            ADX PC, [Y]
stressTest_6.dasm (line 7968):  [0x4199] 33BA            ADX EX, [Y]
stressTest_6.dasm (line 7969):  [0x419A] 33DA 1000       ADX [0x1000], [Y]
stressTest_6.dasm (line 7970):  [0x419C] 33DA 0010       ADX [0x10], [Y]
stressTest_6.dasm (line 7971):  [0x419E] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 7971):  [0x419E] 33FA 1000       ADX 0x1000, [Y]
stressTest_6.dasm (line 7972):  [0x41A0] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 7972):  [0x41A0] 33FA 0010       ADX 0x10, [Y]
stressTest_6.dasm (line 7973):  [0x41A2] 341A            ADX A, [Z]
stressTest_6.dasm (line 7974):  [0x41A3] 343A            ADX B, [Z]
stressTest_6.dasm (line 7975):  [0x41A4] 345A            ADX C, [Z]
stressTest_6.dasm (line 7976):  [0x41A5] 347A            ADX X, [Z]
stressTest_6.dasm (line 7977):  [0x41A6] 349A            ADX Y, [Z]
stressTest_6.dasm (line 7978):  [0x41A7] 34BA            ADX Z, [Z]
stressTest_6.dasm (line 7979):  [0x41A8] 34DA            ADX I, [Z]
stressTest_6.dasm (line 7980):  [0x41A9] 34FA            ADX J, [Z]
stressTest_6.dasm (line 7981):  [0x41AA] 351A            ADX [A], [Z]
stressTest_6.dasm (line 7982):  [0x41AB] 353A            ADX [B], [Z]
stressTest_6.dasm (line 7983):  [0x41AC] 355A            ADX [C], [Z]
stressTest_6.dasm (line 7984):  [0x41AD] 357A            ADX [X], [Z]
stressTest_6.dasm (line 7985):  [0x41AE] 359A            ADX [Y], [Z]
stressTest_6.dasm (line 7986):  [0x41AF] WARNING: Redundant statement.
stressTest_6.dasm (line 7986):  [0x41AF] 35BA            ADX [Z], [Z]
stressTest_6.dasm (line 7987):  [0x41B0] 35DA            ADX [I], [Z]
stressTest_6.dasm (line 7988):  [0x41B1] 35FA            ADX [J], [Z]
stressTest_6.dasm (line 7989):  [0x41B2] 361A 1000       ADX [0x1000+A], [Z]
stressTest_6.dasm (line 7990):  [0x41B4] 361A 0010       ADX [0x10+A], [Z]
stressTest_6.dasm (line 7991):  [0x41B6] 363A 1000       ADX [0x1000+B], [Z]
stressTest_6.dasm (line 7992):  [0x41B8] 363A 0010       ADX [0x10+B], [Z]
stressTest_6.dasm (line 7993):  [0x41BA] 365A 1000       ADX [0x1000+C], [Z]
stressTest_6.dasm (line 7994):  [0x41BC] 365A 0010       ADX [0x10+C], [Z]
stressTest_6.dasm (line 7995):  [0x41BE] 367A 1000       ADX [0x1000+X], [Z]
stressTest_6.dasm (line 7996):  [0x41C0] 367A 0010       ADX [0x10+X], [Z]
stressTest_6.dasm (line 7997):  [0x41C2] 369A 1000       ADX [0x1000+Y], [Z]
stressTest_6.dasm (line 7998):  [0x41C4] 369A 0010       ADX [0x10+Y], [Z]
stressTest_6.dasm (line 7999):  [0x41C6] 36BA 1000       ADX [0x1000+Z], [Z]
stressTest_6.dasm (line 8000):  [0x41C8] 36BA 0010       ADX [0x10+Z], [Z]
stressTest_6.dasm (line 8001):  [0x41CA] 36DA 1000       ADX [0x1000+I], [Z]
stressTest_6.dasm (line 8002):  [0x41CC] 36DA 0010       ADX [0x10+I], [Z]
stressTest_6.dasm (line 8003):  [0x41CE] 36FA 1000       ADX [0x1000+J], [Z]
stressTest_6.dasm (line 8004):  [0x41D0] 36FA 0010       ADX [0x10+J], [Z]
stressTest_6.dasm (line 8005):  [0x41D2] 361A 1000       ADX [A+0x1000], [Z]
stressTest_6.dasm (line 8006):  [0x41D4] 361A 0010       ADX [A+0x10], [Z]
stressTest_6.dasm (line 8007):  [0x41D6] 363A 1000       ADX [B+0x1000], [Z]
stressTest_6.dasm (line 8008):  [0x41D8] 363A 0010       ADX [B+0x10], [Z]
stressTest_6.dasm (line 8009):  [0x41DA] 365A 1000       ADX [C+0x1000], [Z]
stressTest_6.dasm (line 8010):  [0x41DC] 365A 0010       ADX [C+0x10], [Z]
stressTest_6.dasm (line 8011):  [0x41DE] 367A 1000       ADX [X+0x1000], [Z]
stressTest_6.dasm (line 8012):  [0x41E0] 367A 0010       ADX [X+0x10], [Z]
stressTest_6.dasm (line 8013):  [0x41E2] 369A 1000       ADX [Y+0x1000], [Z]
stressTest_6.dasm (line 8014):  [0x41E4] 369A 0010       ADX [Y+0x10], [Z]
stressTest_6.dasm (line 8015):  [0x41E6] 36BA 1000       ADX [Z+0x1000], [Z]
stressTest_6.dasm (line 8016):  [0x41E8] 36BA 0010       ADX [Z+0x10], [Z]
stressTest_6.dasm (line 8017):  [0x41EA] 36DA 1000       ADX [I+0x1000], [Z]
stressTest_6.dasm (line 8018):  [0x41EC] 36DA 0010       ADX [I+0x10], [Z]
stressTest_6.dasm (line 8019):  [0x41EE] 36FA 1000       ADX [J+0x1000], [Z]
stressTest_6.dasm (line 8020):  [0x41F0] 36FA 0010       ADX [J+0x10], [Z]
stressTest_6.dasm (line 8021):  [0x41F2] 371A            ADX PUSH, [Z]
stressTest_6.dasm (line 8022):  [0x41F3] 373A            ADX [SP], [Z]
stressTest_6.dasm (line 8023):  [0x41F4] 375A 1000       ADX [SP+0x1000], [Z]
stressTest_6.dasm (line 8024):  [0x41F6] 375A 0010       ADX [SP+0x10], [Z]
stressTest_6.dasm (line 8025):  [0x41F8] 375A 1000       ADX PICK 0x1000, [Z]
stressTest_6.dasm (line 8026):  [0x41FA] 375A 0010       ADX PICK 0x10, [Z]
stressTest_6.dasm (line 8027):  [0x41FC] 377A            ADX SP, [Z]
stressTest_6.dasm (line 8028):  [0x41FD] 379A            ADX PC, [Z]
stressTest_6.dasm (line 8029):  [0x41FE] 37BA            ADX EX, [Z]
stressTest_6.dasm (line 8030):  [0x41FF] 37DA 1000       ADX [0x1000], [Z]
stressTest_6.dasm (line 8031):  [0x4201] 37DA 0010       ADX [0x10], [Z]
stressTest_6.dasm (line 8032):  [0x4203] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 8032):  [0x4203] 37FA 1000       ADX 0x1000, [Z]
stressTest_6.dasm (line 8033):  [0x4205] WARNING: Attempted to assign to a literal.
stressTest_6.dasm (line 8033):  [0x4205] 37FA 0010       ADX 0x10, [Z]
stressTest_6.dasm (line 8034):  [0x4207] 381A            ADX A, [I]
stressTest_6.dasm (line 8035):  [0x4208] 383A            ADX B, [I]
stressTest_6.dasm (line 8036):  [0x4209] 385A            ADX C, [I]
stressTest_6.dasm (line 8037):  [0x420A] 387A            ADX X, [I]
stressTest_6.dasm (line 8038):  [0x420B] 389A            ADX Y, [I]
stressTest_6.dasm (line 8039):  [0x420C] 38BA            ADX Z, [I]
stressTest_6.dasm (line 8040):  [0x420D] 38DA            ADX I, [I]
stressTest_6.dasm (line 8041):  [0x420E] 38FA            ADX J, [I]
stressTest_6.dasm (line 8042):  [0x420F] 391A            ADX [A], [I]
stressTest_6.dasm (line 8043):  [0x4210] 393A            ADX [B], [I]
stressTest_6.dasm (line 8044):  [0x4211] 395A            ADX [C], [I]
stressTest_6.dasm (line 8045):  [0x4212] 397A            ADX [X], [I]
stressTest_6.dasm (line 8046):  [0x4213] 399A            ADX [Y], [I]
stressTest_6.dasm (line 8047):  [0x4214] 39BA            ADX [Z], [I]
